workerid,proliferate.condition,correct,response,result,rt,stimulus
101,English_Mandarin_some,j,j,correct_rejection,1621,audio/meiyou.wav
101,English_Mandarin_some,f,f,hit,1280,audio/suoyou.wav
101,English_Mandarin_some,f,f,hit,1688,audio/2.wav
101,English_Mandarin_some,f,j,false_alarm,1392,audio/meiyou.wav
101,English_Mandarin_some,f,f,hit,1291,audio/suoyou.wav
101,English_Mandarin_some,f,f,hit,1509,audio/2.wav
101,English_Mandarin_some,j,j,correct_rejection,1920,audio/10.wav
101,English_Mandarin_some,j,j,correct_rejection,1541,audio/suoyou.wav
101,English_Mandarin_some,j,j,correct_rejection,1469,audio/meiyou.wav
101,English_Mandarin_some,f,f,hit,1811,audio/6.wav
101,English_Mandarin_some,j,j,correct_rejection,2061,audio/6.wav
101,English_Mandarin_some,j,f,miss,3440,audio/10.wav
101,English_Mandarin_some,j,j,correct_rejection,1371,audio/suoyou.wav
101,English_Mandarin_some,j,j,correct_rejection,1720,audio/6.wav
101,English_Mandarin_some,f,f,hit,1611,audio/6.wav
101,English_Mandarin_some,j,j,correct_rejection,1419,audio/2.wav
101,English_Mandarin_some,j,j,correct_rejection,1531,audio/yixie.wav
101,English_Mandarin_some,f,f,hit,1592,audio/yixie.wav
109,English_Mandarin_some,f,j,false_alarm,3019,audio/six.wav
109,English_Mandarin_some,j,f,miss,2688,audio/none.wav
109,English_Mandarin_some,f,j,false_alarm,2571,audio/some.wav
109,English_Mandarin_some,j,f,miss,2677,audio/six.wav
109,English_Mandarin_some,j,f,miss,1675,audio/two.wav
109,English_Mandarin_some,f,j,false_alarm,1952,audio/all.wav
109,English_Mandarin_some,f,j,false_alarm,1792,audio/none.wav
109,English_Mandarin_some,f,j,false_alarm,2176,audio/two.wav
109,English_Mandarin_some,f,f,hit,3051,audio/ten.wav
109,English_Mandarin_some,f,j,false_alarm,1547,audio/all.wav
109,English_Mandarin_some,f,j,false_alarm,2443,audio/some.wav
109,English_Mandarin_some,j,f,miss,1664,audio/two.wav
109,English_Mandarin_some,f,j,false_alarm,3488,audio/ten.wav
109,English_Mandarin_some,j,f,miss,2635,audio/six.wav
109,English_Mandarin_some,f,j,false_alarm,1632,audio/none.wav
109,English_Mandarin_some,j,f,miss,1888,audio/some.wav
109,English_Mandarin_some,j,f,miss,1685,audio/all.wav
109,English_Mandarin_some,j,f,miss,2027,audio/none.wav
109,English_Mandarin_some,j,f,miss,2923,audio/all.wav
109,English_Mandarin_some,j,f,miss,1600,audio/some.wav
109,English_Mandarin_some,j,f,miss,1653,audio/ten.wav
109,English_Mandarin_some,j,f,miss,2933,audio/ten.wav
109,English_Mandarin_some,f,j,false_alarm,3317,audio/two.wav
109,English_Mandarin_some,f,j,false_alarm,2368,audio/six.wav
109,English_Mandarin_some,j,,false_alarm,NA,audio/10.wav
109,English_Mandarin_some,f,j,false_alarm,3232,audio/suoyou.wav
109,English_Mandarin_some,j,f,miss,1557,audio/suoyou.wav
109,English_Mandarin_some,f,j,false_alarm,2741,audio/6.wav
109,English_Mandarin_some,j,f,miss,1611,audio/yixie.wav
109,English_Mandarin_some,j,f,miss,917,audio/yixie.wav
109,English_Mandarin_some,j,f,miss,1440,audio/6.wav
109,English_Mandarin_some,f,f,hit,1248,audio/10.wav
109,English_Mandarin_some,f,j,false_alarm,1483,audio/meiyou.wav
109,English_Mandarin_some,j,f,miss,1013,audio/10.wav
109,English_Mandarin_some,f,j,false_alarm,1280,audio/yixie.wav
109,English_Mandarin_some,j,f,miss,2293,audio/2.wav
109,English_Mandarin_some,f,j,false_alarm,2123,audio/6.wav
109,English_Mandarin_some,f,j,false_alarm,1376,audio/meiyou.wav
109,English_Mandarin_some,j,f,miss,1088,audio/meiyou.wav
109,English_Mandarin_some,j,f,miss,1301,audio/meiyou.wav
109,English_Mandarin_some,f,j,false_alarm,2357,audio/yixie.wav
109,English_Mandarin_some,f,j,false_alarm,3371,audio/10.wav
109,English_Mandarin_some,f,j,false_alarm,971,audio/2.wav
109,English_Mandarin_some,j,f,miss,1056,audio/2.wav
109,English_Mandarin_some,f,j,false_alarm,1579,audio/suoyou.wav
109,English_Mandarin_some,j,f,miss,2261,audio/6.wav
109,English_Mandarin_some,j,f,miss,2325,audio/suoyou.wav
109,English_Mandarin_some,f,j,false_alarm,843,audio/2.wav
114,English_Mandarin_some,f,f,hit,1782,audio/two.wav
114,English_Mandarin_some,j,j,correct_rejection,1242,audio/some.wav
114,English_Mandarin_some,f,f,hit,1573,audio/six.wav
114,English_Mandarin_some,f,f,hit,1225,audio/all.wav
114,English_Mandarin_some,f,f,hit,1300,audio/none.wav
114,English_Mandarin_some,j,j,correct_rejection,1213,audio/all.wav
114,English_Mandarin_some,f,f,hit,1109,audio/some.wav
114,English_Mandarin_some,f,f,hit,1091,audio/none.wav
114,English_Mandarin_some,f,f,hit,1434,audio/six.wav
114,English_Mandarin_some,j,j,correct_rejection,1312,audio/two.wav
114,English_Mandarin_some,j,f,miss,1457,audio/ten.wav
114,English_Mandarin_some,j,f,miss,1614,audio/ten.wav
114,English_Mandarin_some,j,j,correct_rejection,1167,audio/none.wav
114,English_Mandarin_some,j,j,correct_rejection,1242,audio/six.wav
114,English_Mandarin_some,f,f,hit,1393,audio/ten.wav
114,English_Mandarin_some,j,j,correct_rejection,1173,audio/two.wav
114,English_Mandarin_some,j,j,correct_rejection,1318,audio/none.wav
114,English_Mandarin_some,j,j,correct_rejection,1422,audio/six.wav
114,English_Mandarin_some,j,j,correct_rejection,1219,audio/some.wav
114,English_Mandarin_some,f,f,hit,1173,audio/ten.wav
114,English_Mandarin_some,j,j,correct_rejection,1097,audio/all.wav
114,English_Mandarin_some,f,f,hit,1109,audio/two.wav
114,English_Mandarin_some,f,f,hit,1022,audio/all.wav
114,English_Mandarin_some,f,f,hit,1161,audio/some.wav
114,English_Mandarin_some,f,f,hit,1550,audio/2.wav
114,English_Mandarin_some,f,f,hit,830,audio/suoyou.wav
114,English_Mandarin_some,j,j,correct_rejection,888,audio/suoyou.wav
114,English_Mandarin_some,f,f,hit,749,audio/suoyou.wav
114,English_Mandarin_some,j,j,correct_rejection,1295,audio/6.wav
114,English_Mandarin_some,f,f,hit,801,audio/2.wav
114,English_Mandarin_some,j,j,correct_rejection,1306,audio/yixie.wav
114,English_Mandarin_some,j,j,correct_rejection,853,audio/2.wav
114,English_Mandarin_some,f,f,hit,1109,audio/yixie.wav
114,English_Mandarin_some,f,f,hit,1393,audio/meiyou.wav
114,English_Mandarin_some,j,j,correct_rejection,964,audio/yixie.wav
114,English_Mandarin_some,j,j,correct_rejection,917,audio/meiyou.wav
114,English_Mandarin_some,f,f,hit,1428,audio/10.wav
114,English_Mandarin_some,f,f,hit,1045,audio/10.wav
114,English_Mandarin_some,j,j,correct_rejection,755,audio/2.wav
114,English_Mandarin_some,f,f,hit,1881,audio/6.wav
114,English_Mandarin_some,j,j,correct_rejection,1103,audio/suoyou.wav
114,English_Mandarin_some,f,f,hit,1776,audio/6.wav
114,English_Mandarin_some,j,j,correct_rejection,998,audio/meiyou.wav
114,English_Mandarin_some,f,f,hit,877,audio/yixie.wav
114,English_Mandarin_some,j,j,correct_rejection,1579,audio/6.wav
114,English_Mandarin_some,j,j,correct_rejection,1306,audio/10.wav
114,English_Mandarin_some,f,f,hit,1016,audio/meiyou.wav
114,English_Mandarin_some,j,j,correct_rejection,1347,audio/10.wav
105,English_Mandarin_some,j,f,miss,2960,audio/some.wav
105,English_Mandarin_some,f,j,false_alarm,1760,audio/all.wav
105,English_Mandarin_some,j,f,miss,3469,audio/none.wav
105,English_Mandarin_some,j,f,miss,1701,audio/all.wav
105,English_Mandarin_some,f,j,false_alarm,3360,audio/six.wav
105,English_Mandarin_some,f,j,false_alarm,1920,audio/some.wav
105,English_Mandarin_some,j,f,miss,2251,audio/six.wav
105,English_Mandarin_some,f,j,false_alarm,2680,audio/none.wav
105,English_Mandarin_some,f,j,false_alarm,1400,audio/some.wav
105,English_Mandarin_some,f,j,false_alarm,3701,audio/ten.wav
105,English_Mandarin_some,f,j,false_alarm,2139,audio/ten.wav
105,English_Mandarin_some,j,f,miss,1872,audio/two.wav
105,English_Mandarin_some,j,f,miss,1651,audio/some.wav
105,English_Mandarin_some,f,j,false_alarm,1632,audio/none.wav
105,English_Mandarin_some,f,j,false_alarm,1669,audio/two.wav
105,English_Mandarin_some,f,j,false_alarm,1512,audio/two.wav
105,English_Mandarin_some,j,f,miss,3029,audio/ten.wav
105,English_Mandarin_some,j,f,miss,1931,audio/six.wav
105,English_Mandarin_some,f,j,false_alarm,1901,audio/six.wav
105,English_Mandarin_some,j,f,miss,1752,audio/all.wav
105,English_Mandarin_some,j,f,miss,1659,audio/two.wav
105,English_Mandarin_some,j,f,miss,2800,audio/ten.wav
105,English_Mandarin_some,f,j,false_alarm,2579,audio/all.wav
105,English_Mandarin_some,j,f,miss,1811,audio/none.wav
105,English_Mandarin_some,f,j,false_alarm,3160,audio/10.wav
105,English_Mandarin_some,f,j,false_alarm,2760,audio/yixie.wav
105,English_Mandarin_some,j,,false_alarm,NA,audio/10.wav
105,English_Mandarin_some,j,f,miss,1501,audio/yixie.wav
105,English_Mandarin_some,f,j,false_alarm,1179,audio/2.wav
105,English_Mandarin_some,j,f,miss,1440,audio/meiyou.wav
105,English_Mandarin_some,j,f,miss,2589,audio/6.wav
105,English_Mandarin_some,f,j,false_alarm,1240,audio/2.wav
105,English_Mandarin_some,j,f,miss,2011,audio/suoyou.wav
105,English_Mandarin_some,f,j,false_alarm,1899,audio/meiyou.wav
105,English_Mandarin_some,j,f,miss,2379,audio/6.wav
105,English_Mandarin_some,f,j,false_alarm,2061,audio/yixie.wav
105,English_Mandarin_some,f,j,false_alarm,3091,audio/10.wav
105,English_Mandarin_some,j,f,miss,1211,audio/suoyou.wav
105,English_Mandarin_some,j,f,miss,1419,audio/2.wav
105,English_Mandarin_some,j,f,miss,2539,audio/10.wav
105,English_Mandarin_some,f,j,false_alarm,2280,audio/6.wav
105,English_Mandarin_some,j,f,miss,1349,audio/2.wav
105,English_Mandarin_some,f,j,false_alarm,1589,audio/meiyou.wav
105,English_Mandarin_some,f,j,false_alarm,1291,audio/suoyou.wav
105,English_Mandarin_some,f,j,false_alarm,2240,audio/6.wav
105,English_Mandarin_some,f,j,false_alarm,2099,audio/suoyou.wav
105,English_Mandarin_some,j,f,miss,1968,audio/meiyou.wav
105,English_Mandarin_some,j,f,miss,2499,audio/yixie.wav
121,English_Mandarin_some,j,,false_alarm,NA,audio/ten.wav
121,English_Mandarin_some,j,f,miss,1550,audio/some.wav
121,English_Mandarin_some,f,j,false_alarm,2049,audio/none.wav
121,English_Mandarin_some,f,j,false_alarm,1782,audio/all.wav
121,English_Mandarin_some,f,j,false_alarm,2328,audio/ten.wav
121,English_Mandarin_some,f,j,false_alarm,1573,audio/two.wav
121,English_Mandarin_some,f,j,false_alarm,1649,audio/some.wav
121,English_Mandarin_some,f,j,false_alarm,1794,audio/none.wav
121,English_Mandarin_some,j,f,miss,1730,audio/all.wav
121,English_Mandarin_some,j,f,miss,2670,audio/ten.wav
121,English_Mandarin_some,j,f,miss,1660,audio/none.wav
121,English_Mandarin_some,j,f,miss,2235,audio/six.wav
121,English_Mandarin_some,j,f,miss,1945,audio/all.wav
121,English_Mandarin_some,j,f,miss,1643,audio/none.wav
121,English_Mandarin_some,f,j,false_alarm,2456,audio/six.wav
121,English_Mandarin_some,f,j,false_alarm,1817,audio/all.wav
121,English_Mandarin_some,f,j,false_alarm,1567,audio/two.wav
121,English_Mandarin_some,j,f,miss,1614,audio/two.wav
121,English_Mandarin_some,f,j,false_alarm,2003,audio/six.wav
121,English_Mandarin_some,f,j,false_alarm,3738,audio/ten.wav
121,English_Mandarin_some,j,f,miss,1306,audio/some.wav
121,English_Mandarin_some,f,j,false_alarm,1190,audio/some.wav
121,English_Mandarin_some,j,f,miss,1678,audio/six.wav
121,English_Mandarin_some,j,f,miss,1765,audio/two.wav
121,English_Mandarin_some,f,j,false_alarm,2043,audio/2.wav
121,English_Mandarin_some,j,f,miss,1440,audio/suoyou.wav
121,English_Mandarin_some,j,f,miss,1707,audio/6.wav
121,English_Mandarin_some,f,j,false_alarm,1474,audio/suoyou.wav
121,English_Mandarin_some,f,j,false_alarm,1602,audio/yixie.wav
121,English_Mandarin_some,j,f,miss,1950,audio/yixie.wav
121,English_Mandarin_some,j,f,miss,1596,audio/meiyou.wav
121,English_Mandarin_some,j,f,miss,3373,audio/10.wav
121,English_Mandarin_some,f,j,false_alarm,1829,audio/6.wav
121,English_Mandarin_some,j,f,miss,1556,audio/yixie.wav
121,English_Mandarin_some,f,j,false_alarm,1643,audio/meiyou.wav
121,English_Mandarin_some,f,j,false_alarm,1846,audio/10.wav
121,English_Mandarin_some,f,j,false_alarm,1411,audio/suoyou.wav
121,English_Mandarin_some,f,j,false_alarm,1759,audio/6.wav
121,English_Mandarin_some,f,j,false_alarm,1562,audio/yixie.wav
121,English_Mandarin_some,j,f,miss,1649,audio/6.wav
121,English_Mandarin_some,f,j,false_alarm,1968,audio/10.wav
121,English_Mandarin_some,f,j,false_alarm,1411,audio/2.wav
121,English_Mandarin_some,j,j,correct_rejection,1643,audio/10.wav
121,English_Mandarin_some,f,j,false_alarm,1515,audio/meiyou.wav
121,English_Mandarin_some,j,f,miss,1933,audio/suoyou.wav
121,English_Mandarin_some,j,f,miss,2345,audio/meiyou.wav
121,English_Mandarin_some,j,f,miss,1678,audio/2.wav
121,English_Mandarin_some,j,f,miss,1242,audio/2.wav
104,Mandarin_English_summa,f,f,hit,1701,audio/2.wav
104,Mandarin_English_summa,j,j,correct_rejection,2027,audio/suoyou.wav
104,Mandarin_English_summa,f,f,hit,2064,audio/meiyou.wav
104,Mandarin_English_summa,j,j,correct_rejection,2528,audio/youxie.wav
104,Mandarin_English_summa,f,f,hit,3893,audio/10.wav
104,Mandarin_English_summa,j,j,correct_rejection,1872,audio/6.wav
104,Mandarin_English_summa,j,j,correct_rejection,1819,audio/6.wav
104,Mandarin_English_summa,f,f,hit,2144,audio/youxie.wav
104,Mandarin_English_summa,j,j,correct_rejection,2021,audio/youxie.wav
104,Mandarin_English_summa,j,j,correct_rejection,2016,audio/2.wav
104,Mandarin_English_summa,f,f,hit,2293,audio/youxie.wav
104,Mandarin_English_summa,f,f,hit,1323,audio/2.wav
104,Mandarin_English_summa,j,j,correct_rejection,1445,audio/suoyou.wav
104,Mandarin_English_summa,f,f,hit,1995,audio/suoyou.wav
104,Mandarin_English_summa,f,f,hit,3365,audio/10.wav
104,Mandarin_English_summa,j,j,correct_rejection,1488,audio/meiyou.wav
104,Mandarin_English_summa,j,j,correct_rejection,1605,audio/2.wav
104,Mandarin_English_summa,j,j,correct_rejection,3269,audio/10.wav
104,Mandarin_English_summa,f,f,hit,1419,audio/suoyou.wav
104,Mandarin_English_summa,f,f,hit,1931,audio/6.wav
104,Mandarin_English_summa,f,f,hit,2373,audio/meiyou.wav
104,Mandarin_English_summa,f,f,hit,1749,audio/6.wav
104,Mandarin_English_summa,j,j,correct_rejection,1749,audio/meiyou.wav
104,Mandarin_English_summa,j,,false_alarm,NA,audio/10.wav
104,Mandarin_English_summa,j,j,correct_rejection,2235,audio/six.wav
104,Mandarin_English_summa,f,f,hit,3520,audio/ten.wav
104,Mandarin_English_summa,j,,false_alarm,NA,audio/six.wav
104,Mandarin_English_summa,j,j,correct_rejection,1403,audio/all.wav
104,Mandarin_English_summa,f,f,hit,1381,audio/summa.wav
104,Mandarin_English_summa,j,f,miss,3995,audio/ten.wav
104,Mandarin_English_summa,f,f,hit,1429,audio/summa.wav
104,Mandarin_English_summa,f,f,hit,1360,audio/two.wav
104,Mandarin_English_summa,f,f,hit,1392,audio/two.wav
104,Mandarin_English_summa,f,f,hit,1280,audio/none.wav
104,Mandarin_English_summa,j,j,correct_rejection,1653,audio/none.wav
104,Mandarin_English_summa,f,f,hit,1269,audio/all.wav
104,Mandarin_English_summa,j,j,correct_rejection,1371,audio/none.wav
104,Mandarin_English_summa,j,j,correct_rejection,1472,audio/two.wav
104,Mandarin_English_summa,j,j,correct_rejection,1717,audio/summa.wav
104,Mandarin_English_summa,f,f,hit,3691,audio/ten.wav
104,Mandarin_English_summa,f,f,hit,1733,audio/six.wav
104,Mandarin_English_summa,j,j,correct_rejection,1296,audio/all.wav
104,Mandarin_English_summa,j,j,correct_rejection,1429,audio/two.wav
104,Mandarin_English_summa,j,j,correct_rejection,1403,audio/summa.wav
104,Mandarin_English_summa,j,j,correct_rejection,1733,audio/ten.wav
104,Mandarin_English_summa,f,f,hit,1072,audio/all.wav
104,Mandarin_English_summa,f,f,hit,1195,audio/none.wav
104,Mandarin_English_summa,f,f,hit,1488,audio/six.wav
117,Mandarin_English_summa,j,j,correct_rejection,2130,audio/youxie.wav
117,Mandarin_English_summa,f,f,hit,1202,audio/suoyou.wav
117,Mandarin_English_summa,j,,false_alarm,NA,audio/10.wav
117,Mandarin_English_summa,j,j,correct_rejection,1022,audio/meiyou.wav
117,Mandarin_English_summa,f,f,hit,1591,audio/meiyou.wav
117,Mandarin_English_summa,f,f,hit,1306,audio/2.wav
117,Mandarin_English_summa,j,j,correct_rejection,1724,audio/youxie.wav
117,Mandarin_English_summa,j,j,correct_rejection,1556,audio/2.wav
117,Mandarin_English_summa,f,f,hit,1515,audio/2.wav
117,Mandarin_English_summa,j,j,correct_rejection,1620,audio/6.wav
117,Mandarin_English_summa,f,f,hit,1736,audio/10.wav
117,Mandarin_English_summa,f,f,hit,1741,audio/meiyou.wav
117,Mandarin_English_summa,f,f,hit,1875,audio/youxie.wav
117,Mandarin_English_summa,f,f,hit,1962,audio/6.wav
117,Mandarin_English_summa,j,j,correct_rejection,2328,audio/6.wav
117,Mandarin_English_summa,j,j,correct_rejection,1318,audio/suoyou.wav
117,Mandarin_English_summa,f,f,hit,1277,audio/suoyou.wav
117,Mandarin_English_summa,j,j,correct_rejection,987,audio/2.wav
117,Mandarin_English_summa,j,j,correct_rejection,871,audio/suoyou.wav
117,Mandarin_English_summa,f,f,hit,1515,audio/10.wav
117,Mandarin_English_summa,f,f,hit,1318,audio/youxie.wav
117,Mandarin_English_summa,j,j,correct_rejection,1231,audio/10.wav
117,Mandarin_English_summa,f,f,hit,1498,audio/6.wav
117,Mandarin_English_summa,j,j,correct_rejection,882,audio/meiyou.wav
117,Mandarin_English_summa,f,f,hit,2200,audio/six.wav
117,Mandarin_English_summa,j,j,correct_rejection,1933,audio/none.wav
117,Mandarin_English_summa,f,f,hit,940,audio/two.wav
117,Mandarin_English_summa,j,j,correct_rejection,1283,audio/six.wav
117,Mandarin_English_summa,j,j,correct_rejection,923,audio/all.wav
117,Mandarin_English_summa,f,f,hit,1585,audio/none.wav
117,Mandarin_English_summa,j,j,correct_rejection,1318,audio/all.wav
117,Mandarin_English_summa,f,f,hit,1440,audio/six.wav
117,Mandarin_English_summa,f,f,hit,1660,audio/ten.wav
117,Mandarin_English_summa,f,f,hit,1544,audio/summa.wav
117,Mandarin_English_summa,f,f,hit,1074,audio/two.wav
117,Mandarin_English_summa,j,f,miss,1062,audio/two.wav
117,Mandarin_English_summa,f,f,hit,1033,audio/all.wav
117,Mandarin_English_summa,j,j,correct_rejection,1347,audio/six.wav
117,Mandarin_English_summa,j,j,correct_rejection,975,audio/two.wav
117,Mandarin_English_summa,j,j,correct_rejection,1393,audio/ten.wav
117,Mandarin_English_summa,j,j,correct_rejection,1782,audio/ten.wav
117,Mandarin_English_summa,f,f,hit,1062,audio/none.wav
117,Mandarin_English_summa,j,j,correct_rejection,900,audio/summa.wav
117,Mandarin_English_summa,j,j,correct_rejection,824,audio/summa.wav
117,Mandarin_English_summa,f,f,hit,1405,audio/summa.wav
117,Mandarin_English_summa,j,j,correct_rejection,1892,audio/none.wav
117,Mandarin_English_summa,f,f,hit,1033,audio/ten.wav
117,Mandarin_English_summa,f,f,hit,958,audio/all.wav
100,Mandarin_English_summa,f,j,false_alarm,1984,audio/meiyou.wav
100,Mandarin_English_summa,j,j,correct_rejection,2091,audio/6.wav
100,Mandarin_English_summa,f,f,hit,2203,audio/10.wav
100,Mandarin_English_summa,f,f,hit,1899,audio/6.wav
100,Mandarin_English_summa,f,f,hit,1520,audio/2.wav
100,Mandarin_English_summa,f,f,hit,1867,audio/youxie.wav
100,Mandarin_English_summa,j,j,correct_rejection,1765,audio/6.wav
100,Mandarin_English_summa,j,j,correct_rejection,1403,audio/suoyou.wav
100,Mandarin_English_summa,j,j,correct_rejection,1813,audio/youxie.wav
100,Mandarin_English_summa,j,j,correct_rejection,1472,audio/2.wav
100,Mandarin_English_summa,j,j,correct_rejection,1435,audio/2.wav
100,Mandarin_English_summa,f,f,hit,1493,audio/2.wav
100,Mandarin_English_summa,j,j,correct_rejection,2811,audio/10.wav
100,Mandarin_English_summa,j,j,correct_rejection,1483,audio/meiyou.wav
100,Mandarin_English_summa,j,f,miss,3573,audio/10.wav
100,Mandarin_English_summa,f,f,hit,2112,audio/6.wav
100,Mandarin_English_summa,j,j,correct_rejection,1376,audio/suoyou.wav
100,Mandarin_English_summa,f,f,hit,1808,audio/youxie.wav
100,Mandarin_English_summa,j,j,correct_rejection,1989,audio/youxie.wav
100,Mandarin_English_summa,f,f,hit,1616,audio/meiyou.wav
100,Mandarin_English_summa,j,j,correct_rejection,1573,audio/meiyou.wav
100,Mandarin_English_summa,f,f,hit,1349,audio/suoyou.wav
100,Mandarin_English_summa,f,f,hit,3685,audio/10.wav
100,Mandarin_English_summa,f,f,hit,1296,audio/suoyou.wav
100,Mandarin_English_summa,f,,false_alarm,NA,audio/ten.wav
100,Mandarin_English_summa,j,j,correct_rejection,1483,audio/all.wav
100,Mandarin_English_summa,j,j,correct_rejection,1925,audio/none.wav
100,Mandarin_English_summa,f,f,hit,1552,audio/two.wav
100,Mandarin_English_summa,f,f,hit,1568,audio/none.wav
100,Mandarin_English_summa,f,f,hit,1819,audio/six.wav
100,Mandarin_English_summa,j,j,correct_rejection,1680,audio/two.wav
100,Mandarin_English_summa,j,j,correct_rejection,1659,audio/summa.wav
100,Mandarin_English_summa,f,f,hit,1824,audio/summa.wav
100,Mandarin_English_summa,j,j,correct_rejection,1925,audio/ten.wav
100,Mandarin_English_summa,j,j,correct_rejection,1787,audio/none.wav
100,Mandarin_English_summa,f,f,hit,1893,audio/summa.wav
100,Mandarin_English_summa,f,f,hit,2363,audio/none.wav
100,Mandarin_English_summa,j,j,correct_rejection,1776,audio/six.wav
100,Mandarin_English_summa,j,j,correct_rejection,1621,audio/summa.wav
100,Mandarin_English_summa,j,j,correct_rejection,3963,audio/ten.wav
100,Mandarin_English_summa,j,j,correct_rejection,1611,audio/all.wav
100,Mandarin_English_summa,j,j,correct_rejection,1675,audio/two.wav
100,Mandarin_English_summa,j,j,correct_rejection,1893,audio/six.wav
100,Mandarin_English_summa,f,f,hit,1675,audio/two.wav
100,Mandarin_English_summa,f,f,hit,3696,audio/ten.wav
100,Mandarin_English_summa,f,f,hit,2000,audio/all.wav
100,Mandarin_English_summa,f,f,hit,2149,audio/six.wav
100,Mandarin_English_summa,f,f,hit,2016,audio/all.wav
126,Mandarin_English_summa,j,j,correct_rejection,3419,audio/6.wav
126,Mandarin_English_summa,f,f,hit,1208,audio/2.wav
126,Mandarin_English_summa,f,f,hit,1528,audio/meiyou.wav
126,Mandarin_English_summa,j,j,correct_rejection,1200,audio/suoyou.wav
126,Mandarin_English_summa,f,f,hit,2309,audio/suoyou.wav
126,Mandarin_English_summa,j,j,correct_rejection,2320,audio/youxie.wav
126,Mandarin_English_summa,f,,false_alarm,NA,audio/10.wav
126,Mandarin_English_summa,j,,false_alarm,NA,audio/10.wav
126,Mandarin_English_summa,f,f,hit,1781,audio/6.wav
126,Mandarin_English_summa,f,f,hit,1400,audio/6.wav
126,Mandarin_English_summa,j,j,correct_rejection,1539,audio/meiyou.wav
126,Mandarin_English_summa,f,f,hit,1131,audio/suoyou.wav
126,Mandarin_English_summa,j,j,correct_rejection,1549,audio/10.wav
126,Mandarin_English_summa,f,f,hit,1760,audio/meiyou.wav
126,Mandarin_English_summa,j,j,correct_rejection,1091,audio/6.wav
126,Mandarin_English_summa,f,f,hit,709,audio/2.wav
126,Mandarin_English_summa,j,j,correct_rejection,1440,audio/suoyou.wav
126,Mandarin_English_summa,j,j,correct_rejection,1872,audio/meiyou.wav
126,Mandarin_English_summa,j,j,correct_rejection,1488,audio/2.wav
126,Mandarin_English_summa,f,f,hit,2989,audio/10.wav
126,Mandarin_English_summa,j,j,correct_rejection,869,audio/2.wav
126,Mandarin_English_summa,f,f,hit,2011,audio/youxie.wav
126,Mandarin_English_summa,f,f,hit,1301,audio/youxie.wav
126,Mandarin_English_summa,j,j,correct_rejection,1299,audio/youxie.wav
126,Mandarin_English_summa,f,f,hit,3120,audio/ten.wav
126,Mandarin_English_summa,f,f,hit,981,audio/two.wav
126,Mandarin_English_summa,j,j,correct_rejection,1440,audio/two.wav
126,Mandarin_English_summa,f,f,hit,1691,audio/none.wav
126,Mandarin_English_summa,f,j,false_alarm,1499,audio/summa.wav
126,Mandarin_English_summa,j,j,correct_rejection,1499,audio/six.wav
126,Mandarin_English_summa,f,f,hit,1328,audio/all.wav
126,Mandarin_English_summa,f,f,hit,1869,audio/summa.wav
126,Mandarin_English_summa,f,f,hit,1760,audio/six.wav
126,Mandarin_English_summa,j,j,correct_rejection,1891,audio/ten.wav
126,Mandarin_English_summa,f,f,hit,1880,audio/ten.wav
126,Mandarin_English_summa,j,j,correct_rejection,1512,audio/summa.wav
126,Mandarin_English_summa,j,j,correct_rejection,1499,audio/all.wav
126,Mandarin_English_summa,f,f,hit,1560,audio/none.wav
126,Mandarin_English_summa,f,f,hit,1291,audio/all.wav
